name,county_name,2014_fraction_above_65,2014_fraction_above_75,2014_fraction_above_85,2014_fraction_above_95,2015_fraction_above_65,2015_fraction_above_75,2015_fraction_above_85,2015_fraction_above_95,2016_fraction_above_65,2016_fraction_above_75,2016_fraction_above_85,2016_fraction_above_95
"Mason, Michigan",Mason,0.28,0.15,0.07,0.01,0.32,0.17,0.07,0.01,0.29,0.16,0.06,0
"Mason, Texas",Mason,0,0,0,0,0,0,0,-0.01,0,0,0,0
"Mason, Washington",Mason,0.09,0.05,0.02,0,0.08,0.05,0.02,0,0.13,0.06,0.02,0
"Mason, West Virginia",Mason,0.18,0.1,0.05,0.01,0.56,0.33,0.13,0.02,0.42,0.24,0.09,0.01
"Massac, Illinois",Massac,0.55,0.37,0.18,0.01,0.78,0.52,0.23,0.02,0.32,0.2,0.1,0.01
"Matagorda, Texas",Matagorda,0.15,0.08,0.04,0,0.13,0.08,0.04,0,0.11,0.08,0.04,0.01
"Matanuska-Susitna, Alaska",Matanuska-Susitna,0.22,0.05,0,0,0.94,0.56,0,0,0.9,0.62,0.05,0
"Mathews, Virginia",Mathews,0.27,0.1,0.02,-0.01,0.46,0.22,0.05,0,0.3,0.12,0.02,-0.01
"Maui, Hawaii",Maui,0.07,0.05,0.03,0,0.06,0.05,0.03,0,0.08,0.06,0.04,0
"Maunabo, Puerto Rico",Maunabo,0.74,0.58,0.31,0.01,0.7,0.5,0.24,0,0.79,0.64,0.37,0.01
"Maury, Tennessee",Maury,0.4,0.26,0.14,0.02,0.33,0.21,0.12,0.02,0.41,0.26,0.14,0.02
"Maverick, Texas",Maverick,0.09,0.06,0.04,0,0.07,0.04,0.03,0,0.06,0.04,0.03,0.01
"Mayag\xfcez, Puerto Rico",Mayag\xfcez,0.64,0.57,0.41,0.12,0.66,0.57,0.37,0.09,0.68,0.61,0.43,0.1
"Mayes, Oklahoma",Mayes,0.55,0.28,0.1,0.01,0.5,0.25,0.09,0.01,0.38,0.19,0.07,0.01
"McClain, Oklahoma",McClain,0.59,0.34,0.16,0.01,0.53,0.33,0.15,0,0.48,0.32,0.15,0.01
"McCone, Montana",McCone,0,0,0,0,0,0,0,0,0,0,0,0
"McCook, South Dakota",McCook,0.07,0.03,0.01,0,0.02,0.01,0,0,0.12,0.03,0.01,0
"McCormick, South Carolina",McCormick,0.18,0.11,0.04,0,0.19,0.1,0.03,0,0.21,0.12,0.04,0
"McCracken, Kentucky",McCracken,0.89,0.74,0.5,0.1,0.98,0.91,0.67,0.14,0.78,0.63,0.39,0.09
"McCreary, Kentucky",McCreary,0.09,0.05,0.02,0,0.21,0.13,0.06,0,0.16,0.1,0.04,0
"McCulloch, Texas",McCulloch,0.02,0.01,0.01,0,0.02,0.01,0,0,0.02,0.01,0.01,0
"McCurtain, Oklahoma",McCurtain,0.06,0.04,0.02,0,0.07,0.03,0.01,0,0.08,0.04,0.02,0
"McDonald, Missouri",McDonald,0.48,0.2,0.05,0,0.31,0.13,0.04,0,0.21,0.09,0.03,0
"McDonough, Illinois",McDonough,0.45,0.2,0.07,0.01,0.13,0.07,0.04,0,0.2,0.11,0.05,0.01
"McDowell, North Carolina",McDowell,0.31,0.19,0.08,0,0.36,0.22,0.1,0,0.27,0.17,0.07,0
"McDowell, West Virginia",McDowell,0.28,0.16,0.06,0,0.6,0.41,0.21,0.01,0.34,0.23,0.1,0
"McDuffie, Georgia",McDuffie,0.31,0.19,0.08,0.01,0.36,0.21,0.08,0.01,0.38,0.26,0.11,0.02
"McHenry, Illinois",McHenry,1,0.99,0.66,0.14,0.99,0.91,0.54,0.1,0.98,0.8,0.49,0.11
"McHenry, North Dakota",McHenry,0.03,0.01,0,0,0.05,0.01,0,0,0.04,0.01,0,0
"McIntosh, Georgia",McIntosh,0.09,0.05,0.02,0,0.09,0.06,0.02,0,0.11,0.07,0.03,0
"McIntosh, North Dakota",McIntosh,0.03,0.01,0,0,0.02,0.01,0,0,0.01,0,0,0
"McIntosh, Oklahoma",McIntosh,0.37,0.17,0.06,0,0.16,0.08,0.03,0,0.19,0.12,0.04,0
"McKean, Pennsylvania",McKean,0.22,0.13,0.05,0,0.17,0.1,0.05,0,0.15,0.1,0.05,0
"McKenzie, North Dakota",McKenzie,0.64,0.58,0.45,0.1,0.64,0.55,0.43,0.06,0.61,0.55,0.43,0.04
"McKinley, New Mexico",McKinley,0.07,0.04,0.01,0,0.05,0.03,0.01,0,0.06,0.04,0.02,0
"McLean, Illinois",McLean,0.77,0.48,0.2,0.05,0.32,0.2,0.11,0.03,0.36,0.21,0.12,0.04
"McLean, Kentucky",McLean,0.27,0.11,0.05,0,0.64,0.27,0.07,0,0.19,0.09,0.04,0
"McLean, North Dakota",McLean,0.06,0.03,0.01,0,0.07,0.03,0.01,0,0.06,0.03,0.01,0
"McLennan, Texas",McLennan,0.48,0.3,0.16,0.04,0.29,0.19,0.12,0.03,0.43,0.28,0.16,0.05
"McLeod, Minnesota",McLeod,0.77,0.43,0.12,0.03,0.46,0.19,0.08,0.01,0.81,0.49,0.13,0.02
"McMinn, Tennessee",McMinn,0.43,0.24,0.1,0.02,0.7,0.45,0.19,0.02,0.6,0.37,0.15,0.02
"McMullen, Texas",McMullen,0.56,0.48,0.32,0.05,0.5,0.39,0.2,0.04,0.31,0.21,0.12,0.03
"McNairy, Tennessee",McNairy,0.15,0.07,0.03,0,0.09,0.04,0.02,0,0.21,0.11,0.04,0
"McPherson, Kansas",McPherson,0.47,0.21,0.07,0.01,0.1,0.06,0.03,0.01,0.11,0.07,0.04,0.01
"McPherson, Nebraska",McPherson,0,0,0,-0.01,0,0,0,-0.01,0,0,0,-0.01
"McPherson, South Dakota",McPherson,0.01,0,0,0,0.01,0,0,0,0,0,0,0
"Meade, Kansas",Meade,0.02,0.01,0,0,0.01,0.01,0,0,0.01,0.01,0,0
"Meade, Kentucky",Meade,0.5,0.31,0.12,0.01,0.76,0.54,0.26,0.01,0.38,0.25,0.09,0
"Meade, South Dakota",Meade,0.04,0.02,0.01,0,0.02,0.01,0,0,0.02,0.01,0.01,0
"Meagher, Montana",Meagher,0,0,0,0,0,0,0,0,0,0,0,0
"Mecklenburg, North Carolina",Mecklenburg,1,0.99,0.96,0.5,1,0.99,0.96,0.46,1,0.99,0.96,0.55
"Mecklenburg, Virginia",Mecklenburg,0.15,0.08,0.04,0,0.36,0.17,0.06,0,0.19,0.1,0.04,0
"Mecosta, Michigan",Mecosta,0.39,0.19,0.08,0.01,0.32,0.16,0.06,0.01,0.36,0.18,0.07,0.01
"Medina, Ohio",Medina,0.99,0.96,0.72,0.13,1,0.99,0.81,0.14,0.99,0.93,0.72,0.11
"Medina, Texas",Medina,0.17,0.08,0.03,0,0.14,0.07,0.03,0,0.14,0.09,0.04,0
"Meeker, Minnesota",Meeker,0.63,0.32,0.07,0.01,0.32,0.09,0.03,0,0.7,0.28,0.05,0
"Meigs, Ohio",Meigs,0.09,0.05,0.02,0,0.39,0.2,0.06,0,0.34,0.17,0.05,0
"Meigs, Tennessee",Meigs,0.15,0.06,0.01,0,0.35,0.14,0.03,0,0.28,0.11,0.02,0
"Mellette, South Dakota",Mellette,0,0,0,0,0,0,0,0,0,0,0,0
"Menard, Illinois",Menard,0.56,0.23,0.06,0,0.22,0.12,0.04,0,0.2,0.1,0.03,0
"Menard, Texas",Menard,0,0,0,-0.01,0,0,0,-0.01,0,0,0,-0.01
"Mendocino, California",Mendocino,0.01,0,0,0,0.01,0.01,0,0,0.01,0.01,0,0
"Menifee, Kentucky",Menifee,0.07,0.03,0.01,-0.01,0.36,0.17,0.04,0,0.16,0.07,0.02,0
"Menominee, Michigan",Menominee,0.11,0.06,0.03,0,0.1,0.05,0.02,0,0.12,0.07,0.03,0
"Menominee, Wisconsin",Menominee,0.07,0.05,0.03,0,0.06,0.04,0.02,0,0.09,0.06,0.02,0
"Merced, California",Merced,0.2,0.15,0.09,0.01,0.19,0.13,0.07,0.01,0.23,0.17,0.09,0.01
"Mercer, Illinois",Mercer,0.49,0.2,0.04,0,0.14,0.06,0.02,0,0.17,0.07,0.02,0
"Mercer, Kentucky",Mercer,0.29,0.16,0.07,0.01,0.87,0.55,0.14,0.02,0.56,0.29,0.08,0.01
"Mercer, Missouri",Mercer,0.06,0.02,0.01,0,0.02,0.01,0,-0.01,0.01,0.01,0,-0.01
"Mercer, New Jersey",Mercer,1,0.99,0.89,0.41,1,0.99,0.88,0.4,1,1,0.88,0.36
"Mercer, North Dakota",Mercer,0.09,0.05,0.03,0,0.11,0.06,0.03,0,0.16,0.08,0.03,0
"Mercer, Ohio",Mercer,0.83,0.43,0.15,0.02,0.82,0.43,0.11,0.02,0.54,0.26,0.09,0.01
"Mercer, Pennsylvania",Mercer,0.83,0.58,0.24,0.04,0.89,0.66,0.29,0.05,0.84,0.6,0.26,0.04
"Mercer, West Virginia",Mercer,0.45,0.31,0.16,0.02,0.69,0.53,0.32,0.05,0.56,0.42,0.24,0.03
"Meriwether, Georgia",Meriwether,0.19,0.09,0.04,0,0.14,0.06,0.03,0,0.18,0.09,0.04,0
"Merrick, Nebraska",Merrick,0.15,0.07,0.03,0,0.08,0.04,0.02,0,0.31,0.13,0.05,0
"Merrimack, New Hampshire",Merrimack,0.38,0.25,0.13,0.03,0.46,0.3,0.16,0.02,0.41,0.27,0.14,0.03
"Mesa, Colorado",Mesa,0.07,0.05,0.03,0,0.04,0.03,0.02,0,0.06,0.05,0.03,0
"Metcalfe, Kentucky",Metcalfe,0.04,0.02,0.01,0,0.32,0.11,0.03,0,0.1,0.04,0.02,0
"Miami, Indiana",Miami,0.94,0.7,0.36,0.03,0.88,0.52,0.22,0.03,0.72,0.46,0.2,0.02
"Miami, Kansas",Miami,0.68,0.41,0.1,0,0.2,0.08,0.03,0,0.15,0.06,0.03,0
"Miami, Ohio",Miami,0.96,0.84,0.41,0.07,1,0.97,0.6,0.09,0.92,0.67,0.31,0.06
"Miami-Dade, Florida",Miami-Dade,0.36,0.33,0.29,0.2,0.38,0.34,0.29,0.2,0.41,0.36,0.31,0.2
"Middlesex, Connecticut",Middlesex,0.83,0.66,0.45,0.09,0.94,0.76,0.47,0.09,0.97,0.83,0.52,0.1
"Middlesex, Massachusetts",Middlesex,0.99,0.96,0.88,0.36,0.98,0.95,0.88,0.37,0.98,0.96,0.88,0.35
"Middlesex, New Jersey",Middlesex,1,1,1,0.71,1,1,1,0.71,1,1,0.99,0.67
"Middlesex, Virginia",Middlesex,0.29,0.14,0.05,0,0.45,0.28,0.1,0,0.31,0.16,0.06,0
"Midland, Michigan",Midland,0.75,0.5,0.22,0.05,0.6,0.37,0.16,0.04,0.61,0.37,0.17,0.03
"Midland, Texas",Midland,0.58,0.43,0.27,0.05,0.66,0.44,0.27,0.05,0.64,0.45,0.29,0.09
"Mifflin, Pennsylvania",Mifflin,0.4,0.23,0.1,0.01,0.35,0.2,0.09,0.01,0.31,0.19,0.09,0.01
"Milam, Texas",Milam,0.06,0.03,0.02,0,0.04,0.02,0.01,0,0.06,0.03,0.02,0
"Millard, Utah",Millard,0,0,0,0,0,0,0,0,0.01,0.01,0,0
"Mille Lacs, Minnesota",Mille Lacs,0.37,0.2,0.06,0.01,0.29,0.11,0.04,0,0.49,0.24,0.06,0
"Miller, Arkansas",Miller,0.24,0.15,0.06,0.01,0.26,0.17,0.08,0.01,0.23,0.17,0.08,0.02
"Miller, Georgia",Miller,0.05,0.03,0.01,0,0.04,0.02,0.01,0,0.05,0.03,0.01,0
"Miller, Missouri",Miller,0.44,0.22,0.08,0,0.17,0.09,0.04,0,0.12,0.07,0.03,0
"Mills, Iowa",Mills,0.46,0.29,0.13,0,0.26,0.15,0.05,0,0.46,0.31,0.13,0
"Mills, Texas",Mills,0.01,0,0,0,0.01,0,0,0,0.01,0,0,0
"Milwaukee, Wisconsin",Milwaukee,1,1,1,0.89,1,1,0.99,0.82,1,1,0.99,0.86
"Miner, South Dakota",Miner,0.05,0.02,0,0,0.01,0,0,0,0.04,0.01,0,0
"Mineral, Colorado",Mineral,0,0,0,-0.01,0,0,0,-0.01,0,0,0,-0.01
"Mineral, Montana",Mineral,0.02,0.01,0,0,0.01,0,0,-0.01,0.01,0.01,0,0
"Mineral, Nevada",Mineral,0,0,0,0,0,0,0,0,0,0,0,0
"Mineral, West Virginia",Mineral,0.22,0.16,0.09,0.01,0.33,0.21,0.12,0.01,0.31,0.2,0.11,0.02
"Mingo, West Virginia",Mingo,0.38,0.25,0.1,0,0.75,0.52,0.29,0.01,0.52,0.36,0.17,0
"Minidoka, Idaho",Minidoka,0.11,0.07,0.03,0,0.06,0.04,0.02,0,0.13,0.06,0.03,0
"Minnehaha, South Dakota",Minnehaha,0.64,0.43,0.24,0.09,0.37,0.26,0.15,0.06,0.86,0.62,0.34,0.09
"Missaukee, Michigan",Missaukee,0.23,0.12,0.03,0,0.16,0.07,0.03,0,0.29,0.15,0.03,0
"Mississippi, Arkansas",Mississippi,0.35,0.23,0.13,0.02,0.28,0.18,0.1,0.02,0.25,0.17,0.1,0.02
"Mississippi, Missouri",Mississippi,0.51,0.26,0.07,0,0.49,0.28,0.09,0.01,0.17,0.09,0.04,0
"Missoula, Montana",Missoula,0.11,0.08,0.05,0.01,0.04,0.03,0.01,0,0.09,0.07,0.04,0
"Mitchell, Georgia",Mitchell,0.19,0.1,0.04,0,0.17,0.09,0.04,0,0.24,0.14,0.06,0.01
"Mitchell, Iowa",Mitchell,0.41,0.16,0.04,0,0.23,0.07,0.02,0,0.54,0.21,0.04,0
"Mitchell, Kansas",Mitchell,0.07,0.03,0.01,0,0.02,0.01,0.01,0,0.03,0.02,0.01,0
"Mitchell, North Carolina",Mitchell,0.14,0.08,0.04,0,0.29,0.14,0.07,0,0.16,0.1,0.05,0
"Mitchell, Texas",Mitchell,0.04,0.02,0.01,0,0.04,0.02,0.01,0,0.03,0.02,0.01,0
"Mobile, Alabama",Mobile,0.6,0.47,0.32,0.08,0.55,0.44,0.3,0.07,0.62,0.51,0.36,0.09
"Moca, Puerto Rico",Moca,0.83,0.73,0.49,0.02,0.84,0.7,0.39,0,0.9,0.8,0.54,0.01
"Modoc, California",Modoc,0,0,0,0,0,0,0,-0.01,0,0,0,0
"Moffat, Colorado",Moffat,0.02,0.01,0,0,0,0,0,0,0.02,0.01,0,0
"Mohave, Arizona",Mohave,0.02,0.01,0.01,0,0.02,0.01,0.01,0,0.02,0.01,0.01,0
"Moniteau, Missouri",Moniteau,0.46,0.16,0.04,0,0.08,0.04,0.02,0,0.11,0.04,0.01,0
"Monmouth, New Jersey",Monmouth,1,0.99,0.91,0.31,1,1,0.94,0.37,1,1,0.92,0.33
"Mono, California",Mono,0,0,0,0,0,0,0,0,0.01,0,0,0
"Monona, Iowa",Monona,0.1,0.04,0.02,0,0.03,0.02,0.01,0,0.36,0.09,0.02,0
"Monongalia, West Virginia",Monongalia,0.62,0.43,0.24,0.03,0.87,0.65,0.37,0.08,0.83,0.64,0.37,0.09
"Monroe, Alabama",Monroe,0.07,0.04,0.02,0,0.08,0.05,0.02,0,0.12,0.07,0.03,0
"Monroe, Arkansas",Monroe,0.08,0.04,0.02,0,0.08,0.04,0.01,0,0.07,0.04,0.02,0
"Monroe, Florida",Monroe,0.07,0.06,0.05,0.01,0.07,0.06,0.05,0.01,0.08,0.07,0.05,0.01
"Monroe, Georgia",Monroe,0.43,0.27,0.11,0.01,0.37,0.23,0.09,0,0.42,0.3,0.14,0.01
"Monroe, Illinois",Monroe,0.76,0.54,0.21,0.02,0.65,0.33,0.12,0.01,0.73,0.46,0.17,0.02
"Monroe, Indiana",Monroe,0.64,0.49,0.29,0.07,0.72,0.55,0.3,0.08,0.71,0.51,0.26,0.06
"Monroe, Iowa",Monroe,0.43,0.21,0.06,0.01,0.07,0.04,0.02,0,0.21,0.11,0.04,0
"Monroe, Kentucky",Monroe,0.04,0.02,0.01,0,0.16,0.06,0.02,0,0.07,0.04,0.01,0
"Monroe, Michigan",Monroe,1,1,0.83,0.09,0.99,0.94,0.54,0.08,0.98,0.81,0.41,0.05
"Monroe, Mississippi",Monroe,0.22,0.12,0.04,0,0.12,0.07,0.03,0,0.27,0.16,0.06,0
"Monroe, Missouri",Monroe,0.08,0.03,0.01,0,0.05,0.02,0,0,0.03,0.01,0,0
"Monroe, New York",Monroe,0.99,0.98,0.81,0.34,0.99,0.99,0.89,0.35,0.99,0.94,0.74,0.31
"Monroe, Ohio",Monroe,0.37,0.19,0.06,0,0.64,0.38,0.13,0.01,0.54,0.34,0.12,0.01
"Monroe, Pennsylvania",Monroe,0.91,0.73,0.42,0.05,0.86,0.65,0.37,0.05,0.8,0.61,0.32,0.04
"Monroe, Tennessee",Monroe,0.23,0.12,0.05,0,0.38,0.26,0.1,0.01,0.31,0.19,0.08,0.01
"Monroe, West Virginia",Monroe,0.05,0.02,0,-0.01,0.16,0.07,0.03,0,0.09,0.04,0.01,0
"Monroe, Wisconsin",Monroe,0.41,0.23,0.09,0.02,0.44,0.22,0.07,0.01,0.56,0.31,0.1,0.02
"Montague, Texas",Montague,0.09,0.05,0.02,0,0.07,0.04,0.01,0,0.07,0.04,0.02,0
"Montcalm, Michigan",Montcalm,0.71,0.34,0.11,0.01,0.5,0.2,0.07,0.01,0.34,0.17,0.06,0
"Monterey, California",Monterey,0.09,0.06,0.04,0.01,0.08,0.06,0.04,0.01,0.1,0.07,0.04,0.01
"Montezuma, Colorado",Montezuma,0.02,0.01,0,0,0.01,0.01,0,0,0.03,0.01,0.01,0
"Montgomery, Alabama",Montgomery,0.47,0.35,0.22,0.07,0.39,0.29,0.2,0.08,0.5,0.38,0.25,0.11
"Montgomery, Arkansas",Montgomery,0.04,0.02,0,-0.01,0.03,0.01,0,-0.01,0.05,0.03,0.01,0
"Montgomery, Georgia",Montgomery,0.12,0.07,0.03,0,0.12,0.07,0.04,0,0.14,0.09,0.04,0
"Montgomery, Illinois",Montgomery,0.51,0.23,0.08,0.01,0.43,0.19,0.07,0.01,0.23,0.12,0.06,0.01
"Montgomery, Indiana",Montgomery,0.72,0.37,0.15,0.02,0.38,0.19,0.08,0.01,0.41,0.22,0.09,0.01
"Montgomery, Iowa",Montgomery,0.23,0.09,0.03,0,0.06,0.03,0.02,0,0.11,0.05,0.02,0
"Montgomery, Kansas",Montgomery,0.3,0.16,0.07,0.01,0.18,0.11,0.05,0.01,0.18,0.11,0.06,0.01
"Montgomery, Kentucky",Montgomery,0.47,0.27,0.1,0.01,0.95,0.69,0.26,0.04,0.73,0.45,0.16,0.02
"Montgomery, Maryland",Montgomery,0.98,0.87,0.67,0.3,1,0.98,0.78,0.37,1,0.98,0.77,0.32
"Montgomery, Mississippi",Montgomery,0.12,0.06,0.03,0,0.08,0.04,0.02,0,0.13,0.07,0.03,0
"Montgomery, Missouri",Montgomery,0.22,0.1,0.04,0,0.09,0.06,0.03,0,0.1,0.06,0.03,0
"Montgomery, New York",Montgomery,0.45,0.28,0.14,0.02,0.54,0.35,0.18,0.02,0.35,0.21,0.1,0.02
"Montgomery, North Carolina",Montgomery,0.2,0.11,0.05,0,0.19,0.1,0.04,0,0.22,0.14,0.06,0
"Montgomery, Ohio",Montgomery,1,0.99,0.84,0.37,1,0.99,0.91,0.45,0.99,0.98,0.82,0.41
"Montgomery, Pennsylvania",Montgomery,1,0.99,0.92,0.47,1,1,0.93,0.42,1,1,0.94,0.43
"Montgomery, Tennessee",Montgomery,0.76,0.62,0.4,0.07,0.86,0.73,0.47,0.12,0.71,0.55,0.34,0.07
"Montgomery, Texas",Montgomery,0.8,0.7,0.47,0.08,0.78,0.67,0.45,0.08,0.8,0.72,0.54,0.11
"Montgomery, Virginia",Montgomery,0.28,0.19,0.12,0.03,0.68,0.46,0.29,0.05,0.45,0.33,0.17,0.04
"Montmorency, Michigan",Montmorency,0.09,0.05,0.01,0,0.07,0.03,0.01,0,0.11,0.06,0.01,0
"Montour, Pennsylvania",Montour,0.88,0.52,0.15,0.03,0.86,0.44,0.14,0.03,0.76,0.4,0.14,0.03
"Montrose, Colorado",Montrose,0.02,0.02,0.01,0,0.02,0.01,0,0,0.03,0.02,0.01,0
"Moody, South Dakota",Moody,0.19,0.06,0.02,0,0.04,0.02,0.01,0,0.4,0.1,0.02,0
"Moore, North Carolina",Moore,0.31,0.2,0.1,0,0.4,0.23,0.1,0,0.39,0.25,0.12,0.01
"Moore, Tennessee",Moore,0.12,0.06,0.03,-0.01,0.28,0.12,0.04,0,0.16,0.07,0.03,0
"Moore, Texas",Moore,0.24,0.15,0.05,0,0.13,0.08,0.04,0.01,0.07,0.05,0.03,0
"Mora, New Mexico",Mora,0,0,0,-0.01,0,0,0,0,0,0,0,0
"Morehouse, Louisiana",Morehouse,0.08,0.05,0.02,0,0.07,0.04,0.02,0,0.11,0.07,0.03,0
"Morgan, Alabama",Morgan,0.52,0.34,0.18,0.04,0.64,0.41,0.21,0.05,0.56,0.38,0.2,0.05
"Morgan, Colorado",Morgan,0.14,0.08,0.04,0.01,0.12,0.07,0.03,0,0.13,0.07,0.03,0
"Morgan, Georgia",Morgan,0.36,0.18,0.05,0,0.25,0.1,0.03,0,0.33,0.18,0.06,0
"Morgan, Illinois",Morgan,0.58,0.29,0.12,0.02,0.33,0.17,0.08,0.02,0.27,0.15,0.07,0.01
"Morgan, Indiana",Morgan,0.76,0.51,0.25,0.02,0.83,0.57,0.26,0.03,0.79,0.53,0.22,0.02
"Morgan, Kentucky",Morgan,0.05,0.02,0.01,0,0.38,0.14,0.04,0,0.09,0.04,0.01,0
"Morgan, Missouri",Morgan,0.46,0.23,0.08,0,0.16,0.08,0.02,0,0.12,0.07,0.02,0
"Morgan, Ohio",Morgan,0.09,0.04,0.02,0,0.2,0.07,0.02,0,0.19,0.07,0.02,0
"Morgan, Tennessee",Morgan,0.15,0.07,0.02,0,0.39,0.23,0.08,0,0.19,0.1,0.03,0
"Morgan, Utah",Morgan,0.07,0.03,0,-0.01,0.02,0.01,0,-0.01,0.07,0.03,0.01,0
"Morgan, West Virginia",Morgan,0.19,0.09,0.04,0,0.23,0.09,0.04,0,0.3,0.16,0.05,0
"Morovis, Puerto Rico",Morovis,0.73,0.59,0.31,0,0.67,0.49,0.26,-0.01,0.85,0.65,0.37,0
"Morrill, Nebraska",Morrill,0.03,0.01,0,0,0,0,0,0,0.01,0.01,0,0
"Morris, Kansas",Morris,0.07,0.03,0.01,0,0.02,0.01,0,0,0.02,0.01,0,0
"Morris, New Jersey",Morris,1,0.98,0.83,0.29,1,0.97,0.81,0.27,1,0.99,0.84,0.23
"Morris, Texas",Morris,0.38,0.21,0.09,0.01,0.32,0.17,0.09,0.01,0.31,0.19,0.09,0.01
"Morrison, Minnesota",Morrison,0.32,0.13,0.04,0.01,0.2,0.07,0.03,0,0.48,0.17,0.04,0
"Morrow, Ohio",Morrow,0.82,0.48,0.1,0,1,0.84,0.16,0,0.76,0.4,0.08,0
"Morrow, Oregon",Morrow,0.06,0.02,0,0,0.01,0.01,0,0,0.02,0.01,0.01,0
"Morton, Kansas",Morton,0.02,0.01,0,0,0.01,0.01,0,0,0.01,0,0,0
"Morton, North Dakota",Morton,0.08,0.05,0.02,0,0.05,0.03,0.02,0,0.06,0.04,0.02,0
"Motley, Texas",Motley,0,0,0,-0.01,0,0,0,-0.01,0,0,0,0
"Moultrie, Illinois",Moultrie,0.41,0.15,0.05,0,0.31,0.12,0.04,0,0.14,0.07,0.03,0
"Mountrail, North Dakota",Mountrail,0.68,0.59,0.43,0.04,0.69,0.53,0.29,0.02,0.62,0.47,0.26,0.01
"Mower, Minnesota",Mower,0.61,0.27,0.08,0.01,0.51,0.18,0.06,0.01,0.84,0.39,0.09,0.01
"Muhlenberg, Kentucky",Muhlenberg,0.47,0.29,0.13,0.01,0.75,0.46,0.21,0.02,0.35,0.21,0.09,0.01
"Multnomah, Oregon",Multnomah,0.62,0.56,0.49,0.28,0.55,0.51,0.45,0.22,0.61,0.54,0.48,0.24
"Murray, Georgia",Murray,0.32,0.19,0.06,0,0.44,0.28,0.11,0,0.42,0.31,0.12,0.01
"Murray, Minnesota",Murray,0.15,0.05,0.01,0,0.02,0.01,0,0,0.57,0.13,0.02,0
"Murray, Oklahoma",Murray,0.29,0.11,0.04,0,0.19,0.09,0.04,0,0.18,0.11,0.05,0.01
"Muscatine, Iowa",Muscatine,0.86,0.53,0.18,0.04,0.53,0.22,0.11,0.03,0.37,0.22,0.12,0.03
"Muscogee, Georgia",Muscogee,0.78,0.67,0.54,0.27,0.73,0.62,0.51,0.23,0.81,0.69,0.55,0.31
"Muskegon, Michigan",Muskegon,0.84,0.67,0.39,0.12,0.82,0.58,0.35,0.11,0.8,0.58,0.33,0.08
"Muskingum, Ohio",Muskingum,0.42,0.26,0.14,0.02,0.78,0.53,0.23,0.03,0.62,0.41,0.18,0.03
"Muskogee, Oklahoma",Muskogee,0.6,0.36,0.15,0.02,0.3,0.18,0.09,0.01,0.27,0.17,0.09,0.02
"Musselshell, Montana",Musselshell,0.01,0,0,0,0,0,0,0,0,0,0,0
"Nacogdoches, Texas",Nacogdoches,0.14,0.08,0.04,0,0.09,0.06,0.03,0,0.17,0.1,0.05,0.01
"Naguabo, Puerto Rico",Naguabo,0.64,0.51,0.33,0.01,0.59,0.46,0.25,0,0.67,0.54,0.31,0
"Nance, Nebraska",Nance,0.03,0.02,0.01,0,0.02,0.01,0,0,0.09,0.04,0.01,0
"Nantucket, Massachusetts",Nantucket,0.18,0.13,0.08,0,0.28,0.2,0.12,0.02,0.37,0.24,0.14,0.02
"Napa, California",Napa,0.13,0.09,0.06,0.01,0.12,0.08,0.05,0.01,0.17,0.11,0.06,0.01
"Naranjito, Puerto Rico",Naranjito,0.99,0.96,0.71,0,0.99,0.93,0.58,0,1,0.97,0.76,-0.01
"Nash, North Carolina",Nash,0.68,0.46,0.22,0.04,0.73,0.5,0.23,0.04,0.68,0.45,0.2,0.04
"Nassau, Florida",Nassau,0.24,0.16,0.07,0,0.22,0.16,0.09,0,0.25,0.18,0.1,0.01
"Nassau, New York",Nassau,1,1,0.98,0.73,1,1,0.98,0.7,1,1,0.99,0.72
"Natchitoches, Louisiana",Natchitoches,0.08,0.05,0.02,0,0.07,0.04,0.02,0,0.11,0.07,0.03,0
"Natrona, Wyoming",Natrona,0.04,0.03,0.02,0,0.04,0.02,0.01,0,0.05,0.04,0.02,0
"Navajo, Arizona",Navajo,0.02,0.01,0,0,0.01,0.01,0,0,0.02,0.01,0.01,0
"Navarro, Texas",Navarro,0.19,0.09,0.04,0.01,0.1,0.06,0.03,0,0.16,0.09,0.04,0.01
"Nelson, Kentucky",Nelson,0.35,0.19,0.08,0,0.81,0.51,0.16,0.02,0.42,0.21,0.09,0
"Nelson, North Dakota",Nelson,0.02,0.01,0,0,0.01,0.01,0,0,0.03,0.01,0,0
"Nelson, Virginia",Nelson,0.04,0.02,0.01,0,0.17,0.07,0.02,0,0.06,0.03,0.01,0
"Nemaha, Kansas",Nemaha,0.08,0.04,0.01,0,0.03,0.02,0.01,0,0.03,0.02,0.01,0
"Nemaha, Nebraska",Nemaha,0.13,0.06,0.03,0,0.03,0.02,0.01,0,0.06,0.03,0.01,0
"Neosho, Kansas",Neosho,0.16,0.08,0.03,0,0.09,0.04,0.02,0,0.06,0.04,0.02,0
"Neshoba, Mississippi",Neshoba,0.27,0.14,0.05,0.01,0.17,0.08,0.03,0,0.33,0.18,0.06,0.01
"Ness, Kansas",Ness,0.02,0.01,0,0,0.01,0,0,0,0.01,0.01,0,0
"Nevada, Arkansas",Nevada,0.06,0.02,0.01,0,0.07,0.03,0.01,0,0.06,0.03,0.01,0
"Nevada, California",Nevada,0.07,0.05,0.03,0,0.06,0.04,0.02,0,0.08,0.06,0.03,0
